,id,date_created,no_of_likes,no_of_reply,source,tweets,url,username,location
416,1316340068370599936,2020-10-14 11:28:23+00:00,2500,194,Twitter for iPhone,"I read with happiness, news of the planned return of schools to the missionaries by the Edo State Governor. I commend the move and encourage others to follow suit. I'll continue to support all moves towards the improvement of education in our dear country. -PO",https://twitter.com/PeterObi/status/1316340068370599936,PeterObi,Nigeria
417,1316324849942441985,2020-10-14 10:27:55+00:00,259,27,Twitter for iPhone,Happy birthday my good friend and brother. -PO,https://twitter.com/PeterObi/status/1316324849942441985,PeterObi,Nigeria
418,1316300175313379328,2020-10-14 08:49:52+00:00,77,8,Twitter for iPhone,@royaltyuso Happy birthday my good friend and brother. -PO,https://twitter.com/PeterObi/status/1316300175313379328,PeterObi,Nigeria
419,1315747021488353288,2020-10-12 20:11:49+00:00,1396,85,Twitter for iPhone,"Most importantly also, is a need to create opportunities for our youths to be engaged and make the best of their productive years.",https://twitter.com/PeterObi/status/1315747021488353288,PeterObi,Nigeria
420,1315747019915395073,2020-10-12 20:11:49+00:00,12388,577,Twitter for iPhone,"The end of FSARS allows us to reform not just @PoliceNG, but also all our security agencies. It will also ensure they focus on their mandate, and #EndPoliceBrutality against our youth.",https://twitter.com/PeterObi/status/1315747019915395073,PeterObi,Nigeria
421,1314083059684331521,2020-10-08 05:59:50+00:00,4961,137,Twitter for iPhone,"Dearest Sister @NOIweala,

My sincere congratulations on your selection as one of the final two. 
God Almighty who sees your goodness and commitment to a better Africa and the world will grant you success. God bless you always. -PO",https://twitter.com/PeterObi/status/1314083059684331521,PeterObi,Nigeria
422,1313800108165812224,2020-10-07 11:15:29+00:00,671,60,Twitter for iPhone,"Happening Now: Join me on zoom as I make my address at the 60th anniversary of the University of Nigeria, Nsukka. 

Virtual (join via Zoom, https://t.co/GtUcrgN5D1
Meeting ID: 941 3874 8690; Passcode: 322846).",https://twitter.com/PeterObi/status/1313800108165812224,PeterObi,Nigeria
423,1313134096646844418,2020-10-05 15:09:00+00:00,1563,63,Twitter for iPhone,"At the weekend, Gov @seyiamakinde and I took @TayoJegedeSAN, the @OfficialPDPNig governorship candidate's message of peace, progress and development to the Igbo community in Ondo State. We urged them to vote massively for him on October 10. #Ondo2020 https://t.co/Du6UB1CsWG",https://twitter.com/PeterObi/status/1313134096646844418,PeterObi,Nigeria
424,1313065037590913029,2020-10-05 10:34:35+00:00,829,25,Twitter for iPhone,"The least that is expected is a comprehensive overhaul of the activities of SARS and policing in Nigeria to better serve the citizens as it is in other countries, and not the continued oppression of our people. -PO",https://twitter.com/PeterObi/status/1313065037590913029,PeterObi,Nigeria
425,1313065036080992256,2020-10-05 10:34:34+00:00,4335,210,Twitter for iPhone,"As commendable as the ban on further roadblocks and stop-and-search by FSARS is, Nigerians need assurances that this is not the same steps they've taken annually that has achieved nothing.",https://twitter.com/PeterObi/status/1313065036080992256,PeterObi,Nigeria
